bin	Depth zymo_fecal	Input_file_busco	Dataset_busco	Complete_busco	Single_busco	Duplicated_busco	Fragmented_busco	Missing_busco	n_markers_busco	Translation table_busco	Scores_archaea_odb12_busco	Scores_bacteria_odb12_busco	Scores_eukaryota_odb12_busco	Scaffold N50_busco	Contigs N50_busco	Percent gaps_busco	Number of scaffolds_busco	Internal stop codon percent_busco	Name_checkm2	Completeness_checkm2	Contamination_checkm2	Completeness_Model_Used_checkm2	Translation_Table_Used_checkm2	Coding_Density_checkm2	Genome_Size_checkm2	Total_Coding_Sequences_checkm2	Name	Assembly_quast	# contigs (>= 0 bp)_quast	# contigs (>= 1000 bp)_quast	# contigs (>= 5000 bp)_quast	# contigs (>= 10000 bp)_quast	# contigs (>= 25000 bp)_quast	# contigs (>= 50000 bp)_quast	Total length (>= 0 bp)_quast	Total length (>= 1000 bp)_quast	Total length (>= 5000 bp)_quast	Total length (>= 10000 bp)_quast	Total length (>= 25000 bp)_quast	Total length (>= 50000 bp)_quast	# contigs_quast	Largest contig_quast	Total length_quast	GC (%)_quast	N50_quast	N75_quast	L50_quast	L75_quast	# N's per 100 kbp_quast	# predicted rRNA genes_quast	user_genome_gtdbtk	classification_gtdbtk	closest_genome_reference_gtdbtk	closest_genome_reference_radius_gtdbtk	closest_genome_taxonomy_gtdbtk	closest_genome_ani_gtdbtk	closest_genome_af_gtdbtk	closest_placement_reference_gtdbtk	closest_placement_radius_gtdbtk	closest_placement_taxonomy_gtdbtk	closest_placement_ani_gtdbtk	closest_placement_af_gtdbtk	pplacer_taxonomy_gtdbtk	classification_method_gtdbtk	note_gtdbtk	other_related_references(genome_id,species_name,radius,ANI,AF)_gtdbtk	msa_percent_gtdbtk	translation_table_gtdbtk	red_value_gtdbtk	warnings_gtdbtk
METAMDBG-MetaBAT2-zymo_fecal.132.fa	2.16852	METAMDBG-MetaBAT2-zymo_fecal.132.fa	eukaryota_odb12	16.4	16.4	0.0	1.7	81.9	116.0	C:7.2%[S:7.2%,D:0.0%],F:0.5%,M:92.3%,n:195	C:16.4%[S:16.4%,D:0.0%],F:1.7%,M:81.9%,n:116	C:0.8%[S:0.8%,D:0.0%],F:0.0%,M:99.2%,n:129,E:100.0%	18361	18361.0	0.000%	29		11.0	METAMDBG-MetaBAT2-zymo_fecal.132.fa	17.84	0.0	Neural Network (Specific Model)	11	0.896	497687	594	METAMDBG-MetaBAT2-zymo_fecal.132	METAMDBG-MetaBAT2-zymo_fecal.132.fa	29	29	29	22	4	0	497687	497687	497687	438613	133917	0	29	42154	497687	47.61	18361	14589	10	17	0.0	1 + 0 part	METAMDBG-MetaBAT2-zymo_fecal.132.fa																			
METAMDBG-MetaBAT2-zymo_fecal.133.fa	45.1412	METAMDBG-MetaBAT2-zymo_fecal.133.fa	eukaryota_odb12	96.6	48.3	48.3	2.6	0.9	116.0	C:20.0%[S:5.6%,D:14.4%],F:2.6%,M:77.4%,n:195	C:96.6%[S:48.3%,D:48.3%],F:2.6%,M:0.9%,n:116	C:2.3%[S:0.0%,D:2.3%],F:0.8%,M:96.9%,n:129,E:66.7%	581176	581176.0	0.000%	52		11.0	METAMDBG-MetaBAT2-zymo_fecal.133.fa	99.42	72.69	Neural Network (Specific Model)	11	0.894	11156663	9348	METAMDBG-MetaBAT2-zymo_fecal.133	METAMDBG-MetaBAT2-zymo_fecal.133.fa	52	52	52	52	51	33	11156663	11156663	11156663	11156663	11143061	10486034	52	2539907	11156663	42.1	581176	198009	4	12	0.0	30 + 0 part	METAMDBG-MetaBAT2-zymo_fecal.133.fa																			
METAMDBG-MetaBAT2-zymo_fecal.134.fa	2.59979	METAMDBG-MetaBAT2-zymo_fecal.134.fa	eukaryota_odb12	12.9	12.9	0.0	2.6	84.5	116.0	C:4.1%[S:4.1%,D:0.0%],F:1.5%,M:94.4%,n:195	C:12.9%[S:12.9%,D:0.0%],F:2.6%,M:84.5%,n:116	C:0.0%[S:0.0%,D:0.0%],F:1.6%,M:98.4%,n:129	28445	28445.0	0.000%	32		11.0	METAMDBG-MetaBAT2-zymo_fecal.134.fa	26.83	0.13	Neural Network (Specific Model)	11	0.888	687667	654	METAMDBG-MetaBAT2-zymo_fecal.134	METAMDBG-MetaBAT2-zymo_fecal.134.fa	32	32	32	27	11	2	687667	687667	687667	647959	402844	106316	32	54999	687667	44.2	28445	16239	9	17	0.0	0 + 0 part	METAMDBG-MetaBAT2-zymo_fecal.134.fa																			
METAMDBG-MetaBAT2-zymo_fecal.135.fa	21.34065	METAMDBG-MetaBAT2-zymo_fecal.135.fa	eukaryota_odb12	82.8	3.4	79.3	3.4	13.8	116.0	C:18.5%[S:2.1%,D:16.4%],F:2.1%,M:79.5%,n:195	C:82.8%[S:3.4%,D:79.3%],F:3.4%,M:13.8%,n:116	C:1.6%[S:0.0%,D:1.6%],F:0.8%,M:97.7%,n:129,E:100.0%	981958	981958.0	0.000%	16		11.0	METAMDBG-MetaBAT2-zymo_fecal.135.fa	87.29	82.38	Gradient Boost (General Model)	11	0.866	5548709	5127	METAMDBG-MetaBAT2-zymo_fecal.135	METAMDBG-MetaBAT2-zymo_fecal.135.fa	16	16	16	16	16	14	5548709	5548709	5548709	5548709	5548709	5471216	16	1029173	5548709	41.19	981958	367589	3	6	0.0	22 + 0 part	METAMDBG-MetaBAT2-zymo_fecal.135.fa																			
METAMDBG-MetaBAT2-zymo_fecal.136.fa	4.16185	METAMDBG-MetaBAT2-zymo_fecal.136.fa	varicellovirus_odb10	1.7	1.7	0.0	1.7	96.6	116.0	C:0.0%[S:0.0%,D:0.0%],F:0.5%,M:99.5%,n:195	C:1.7%[S:1.7%,D:0.0%],F:1.7%,M:96.6%,n:116	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:129	36963	36963.0	0.000%	11		11.0	METAMDBG-MetaBAT2-zymo_fecal.136.fa	8.59	0.16	Neural Network (Specific Model)	11	0.854	370522	380	METAMDBG-MetaBAT2-zymo_fecal.136	METAMDBG-MetaBAT2-zymo_fecal.136.fa	11	11	11	11	8	0	370522	370522	370522	370522	318334	0	11	47889	370522	52.29	36963	34683	5	7	0.0	0 + 0 part	METAMDBG-MetaBAT2-zymo_fecal.136.fa																			
METAMDBG-MetaBAT2-zymo_fecal.137.fa	6.6171500000000005	METAMDBG-MetaBAT2-zymo_fecal.137.fa	eubacteriales_odb12	79.2	78.8	0.4	1.2	19.6	240.0	C:14.4%[S:13.8%,D:0.5%],F:3.1%,M:82.6%,n:195	C:80.2%[S:80.2%,D:0.0%],F:5.2%,M:14.7%,n:116	C:1.6%[S:0.8%,D:0.8%],F:0.0%,M:98.4%,n:129,E:50.0%	103374	103374.0	0.000%	28		11.0	METAMDBG-MetaBAT2-zymo_fecal.137.fa	82.01	0.25	Gradient Boost (General Model)	11	0.862	1727615	1701	METAMDBG-MetaBAT2-zymo_fecal.137	METAMDBG-MetaBAT2-zymo_fecal.137.fa	28	28	28	26	19	9	1727615	1727615	1727615	1713894	1581817	1209247	28	380212	1727615	58.56	103374	44648	5	11	0.0	3 + 0 part	METAMDBG-MetaBAT2-zymo_fecal.137.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__Hominicoprocola fusiformis	GCA_020687125.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__Hominicoprocola fusiformis	97.47	0.866							ani_screen	classification based on ANI only	GCA_934572445.1, s__Hominicoprocola sp934572445, 95.0, 86.64, 0.252; GCA_963612845.1, s__Hominicoprocola sp963612845, 95.0, 83.21, 0.162; GCA_934561515.1, s__Hominicoprocola sp900556145, 95.0, 86.51, 0.335; GCA_934636865.1, s__Hominicoprocola sp934636865, 95.0, 86.35, 0.389; GCA_900768135.1, s__Hominicoprocola sp900768135, 95.0, 83.84, 0.19; GCA_900552015.1, s__Hominicoprocola sp900552015, 95.0, 90.62, 0.505; GCA_037343695.1, s__Hominicoprocola sp037343695, 95.0, 90.25, 0.388; GCA_040095065.1, s__Hominicoprocola sp934835795, 96.51, 96.79, 0.809; GCA_900546295.1, s__Hominicoprocola sp900546295, 95.0, 87.65, 0.345; GCA_937884915.1, s__Hominicoprocola sp937884915, 95.0, 92.77, 0.537; GCA_003522105.1, s__Hominicoprocola sp003522105, 95.0, 88.41, 0.387; GCA_900550165.1, s__Hominicoprocola sp900550165, 95.0, 88.7, 0.409; GCA_002405995.1, s__Hominicoprocola sp002405995, 95.0, 85.34, 0.211; GCA_963623615.1, s__Hominicoprocola sp963623615, 95.0, 92.34, 0.557; GCA_934597535.1, s__Hominicoprocola sp934597535, 95.0, 87.77, 0.303; GCA_900763705.1, s__Hominicoprocola sp900763705, 95.0, 89.19, 0.439; GCA_934572465.1, s__Hominicoprocola sp934572465, 95.0, 85.9, 0.259				
METAMDBG-MetaBAT2-zymo_fecal.138.fa	2.01886	METAMDBG-MetaBAT2-zymo_fecal.138.fa	eukaryota_odb12	6.0	6.0	0.0	0.9	93.1	116.0	C:2.1%[S:2.1%,D:0.0%],F:0.0%,M:97.9%,n:195	C:6.0%[S:6.0%,D:0.0%],F:0.9%,M:93.1%,n:116	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:129	19471	19471.0	0.000%	23		11.0	METAMDBG-MetaBAT2-zymo_fecal.138.fa	14.76	0.01	Neural Network (Specific Model)	11	0.85	429722	503	METAMDBG-MetaBAT2-zymo_fecal.138	METAMDBG-MetaBAT2-zymo_fecal.138.fa	23	23	23	20	4	1	429722	429722	429722	402720	147227	57906	23	57906	429722	52.69	19471	13799	8	14	0.0	0 + 0 part	METAMDBG-MetaBAT2-zymo_fecal.138.fa																			
METAMDBG-MetaBAT2-zymo_fecal.139.fa	11.31205	METAMDBG-MetaBAT2-zymo_fecal.139.fa	eukaryota_odb12	33.6	32.8	0.9	0.0	66.4	116.0	C:10.3%[S:9.7%,D:0.5%],F:1.0%,M:88.7%,n:195	C:33.6%[S:32.8%,D:0.9%],F:0.0%,M:66.4%,n:116	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:129	855532	855532.0	0.000%	4		11.0	METAMDBG-MetaBAT2-zymo_fecal.139.fa	37.38	0.4	Neural Network (Specific Model)	11	0.885	1433364	1322	METAMDBG-MetaBAT2-zymo_fecal.139	METAMDBG-MetaBAT2-zymo_fecal.139.fa	4	4	4	4	4	4	1433364	1433364	1433364	1433364	1433364	1433364	4	855532	1433364	47.28	855532	234683	1	2	0.0	2 + 0 part	METAMDBG-MetaBAT2-zymo_fecal.139.fa																			
METAMDBG-MetaBAT2-zymo_fecal.14.fa	3.09534	METAMDBG-MetaBAT2-zymo_fecal.14.fa	eukaryota_odb12	6.9	6.9	0.0	0.0	93.1	116.0	C:1.5%[S:1.5%,D:0.0%],F:0.0%,M:98.5%,n:195	C:6.9%[S:6.9%,D:0.0%],F:0.0%,M:93.1%,n:116	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:129	115898	115898.0	0.000%	3		11.0	METAMDBG-MetaBAT2-zymo_fecal.14.fa	7.0	0.0	Neural Network (Specific Model)	11	0.855	218736	198	METAMDBG-MetaBAT2-zymo_fecal.14	METAMDBG-MetaBAT2-zymo_fecal.14.fa	3	3	3	3	3	2	218736	218736	218736	218736	218736	187790	3	115898	218736	60.21	115898	71892	1	2	0.0	0 + 0 part	METAMDBG-MetaBAT2-zymo_fecal.14.fa																			
METAMDBG-MetaBAT2-zymo_fecal.140.fa	2.710655	METAMDBG-MetaBAT2-zymo_fecal.140.fa	lachnospiraceae_odb12	49.8	49.5	0.2	3.6	46.6	444.0	C:9.2%[S:9.2%,D:0.0%],F:2.6%,M:88.2%,n:195	C:58.6%[S:58.6%,D:0.0%],F:4.3%,M:37.1%,n:116	C:0.8%[S:0.8%,D:0.0%],F:0.8%,M:98.4%,n:129,E:100.0%	35706	35706.0	0.000%	52		11.0	METAMDBG-MetaBAT2-zymo_fecal.140.fa	46.59	0.57	Neural Network (Specific Model)	11	0.901	1466903	1417	METAMDBG-MetaBAT2-zymo_fecal.140	METAMDBG-MetaBAT2-zymo_fecal.140.fa	52	52	51	46	24	8	1466903	1466903	1463626	1422218	1055354	511657	52	91005	1466903	51.37	35706	24022	14	26	0.0	0 + 0 part	METAMDBG-MetaBAT2-zymo_fecal.140.fa																			
METAMDBG-MetaBAT2-zymo_fecal.141.fa	8.88065	METAMDBG-MetaBAT2-zymo_fecal.141.fa	blautia_odb12	80.1	74.9	5.3	0.1	19.8	1047.0	C:20.5%[S:18.5%,D:2.1%],F:3.6%,M:75.9%,n:195	C:81.0%[S:73.3%,D:7.8%],F:2.6%,M:16.4%,n:116	C:1.6%[S:1.6%,D:0.0%],F:1.6%,M:96.9%,n:129,E:50.0%	340195	340195.0	0.000%	29		11.0	METAMDBG-MetaBAT2-zymo_fecal.141.fa	85.79	3.86	Neural Network (Specific Model)	11	0.862	3569208	3202	METAMDBG-MetaBAT2-zymo_fecal.141	METAMDBG-MetaBAT2-zymo_fecal.141.fa	29	29	28	25	21	14	3569208	3569208	3566432	3542290	3482000	3212581	29	1031619	3569208	42.03	340195	122514	3	7	0.0	25 + 0 part	METAMDBG-MetaBAT2-zymo_fecal.141.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__											d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree		77.8	11.0	0.99863	Genome has more than 10.0% of markers with multiple hits
METAMDBG-MetaBAT2-zymo_fecal.142.fa	5.3653	METAMDBG-MetaBAT2-zymo_fecal.142.fa	bacteroidales_odb12	95.4	95.4	0.0	1.5	3.1	517.0	C:22.1%[S:21.5%,D:0.5%],F:2.1%,M:75.9%,n:195	C:96.6%[S:94.8%,D:1.7%],F:0.9%,M:2.6%,n:116	C:2.3%[S:1.6%,D:0.8%],F:0.0%,M:97.7%,n:129,E:66.7%	172328	172328.0	0.000%	25		11.0	METAMDBG-MetaBAT2-zymo_fecal.142.fa	98.9	0.63	Neural Network (Specific Model)	11	0.87	3355988	2792	METAMDBG-MetaBAT2-zymo_fecal.142	METAMDBG-MetaBAT2-zymo_fecal.142.fa	25	25	25	24	24	20	3355988	3355988	3355988	3346902	3346902	3218979	25	476480	3355988	40.65	172328	140493	7	12	0.0	8 + 4 part	METAMDBG-MetaBAT2-zymo_fecal.142.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Culturomica;s__Culturomica lanea	GCF_000243215.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Culturomica;s__Culturomica lanea	99.36	0.94							ani_screen	classification based on ANI only					
METAMDBG-MetaBAT2-zymo_fecal.143.fa	3.30337	METAMDBG-MetaBAT2-zymo_fecal.143.fa	varicellovirus_odb10	0.9	0.9	0.0	0.9	98.3	116.0	C:0.0%[S:0.0%,D:0.0%],F:0.5%,M:99.5%,n:195	C:0.9%[S:0.9%,D:0.0%],F:0.9%,M:98.3%,n:116	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:129	26506	26506.0	0.000%	9		11.0	METAMDBG-MetaBAT2-zymo_fecal.143.fa	4.8	0.0	Neural Network (Specific Model)	11	0.823	212036	219	METAMDBG-MetaBAT2-zymo_fecal.143	METAMDBG-MetaBAT2-zymo_fecal.143.fa	9	9	9	7	3	1	212036	212036	212036	193423	124740	53387	9	53387	212036	54.2	26506	19070	3	5	0.0	3 + 0 part	METAMDBG-MetaBAT2-zymo_fecal.143.fa																			
METAMDBG-MetaBAT2-zymo_fecal.144.fa	2.20549	METAMDBG-MetaBAT2-zymo_fecal.144.fa	eukaryota_odb12	12.9	12.9	0.0	1.7	85.3	116.0	C:3.1%[S:3.1%,D:0.0%],F:0.5%,M:96.4%,n:195	C:12.9%[S:12.9%,D:0.0%],F:1.7%,M:85.3%,n:116	C:1.6%[S:1.6%,D:0.0%],F:0.0%,M:98.4%,n:129,E:50.0%	24284	24284.0	0.000%	17		11.0	METAMDBG-MetaBAT2-zymo_fecal.144.fa	15.62	0.16	Neural Network (Specific Model)	11	0.874	326560	326	METAMDBG-MetaBAT2-zymo_fecal.144	METAMDBG-MetaBAT2-zymo_fecal.144.fa	17	17	17	14	4	0	326560	326560	326560	302241	142633	0	17	38773	326560	49.77	24284	15336	5	10	0.0	0 + 0 part	METAMDBG-MetaBAT2-zymo_fecal.144.fa																			
METAMDBG-MetaBAT2-zymo_fecal.145.fa	2.94724	METAMDBG-MetaBAT2-zymo_fecal.145.fa	varicellovirus_odb10	0.0	0.0	0.0	0.9	99.1	116.0	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:195	C:0.0%[S:0.0%,D:0.0%],F:0.9%,M:99.1%,n:116	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:129	21424	21424.0	0.000%	13		11.0	METAMDBG-MetaBAT2-zymo_fecal.145.fa	4.27	0.01	Neural Network (Specific Model)	11	0.898	215792	227	METAMDBG-MetaBAT2-zymo_fecal.145	METAMDBG-MetaBAT2-zymo_fecal.145.fa	13	13	13	9	3	0	215792	215792	215792	188747	98331	0	13	34340	215792	54.26	21424	14005	4	7	0.0	0 + 0 part	METAMDBG-MetaBAT2-zymo_fecal.145.fa																			
METAMDBG-MetaBAT2-zymo_fecal.146.fa	40.7577	METAMDBG-MetaBAT2-zymo_fecal.146.fa	eubacteriales_odb12	91.7	91.7	0.0	0.0	8.3	240.0	C:16.9%[S:16.4%,D:0.5%],F:2.6%,M:80.5%,n:195	C:87.1%[S:86.2%,D:0.9%],F:3.4%,M:9.5%,n:116	C:0.8%[S:0.8%,D:0.0%],F:0.8%,M:98.4%,n:129	1900293	1900293.0	0.000%	5		11.0	METAMDBG-MetaBAT2-zymo_fecal.146.fa	88.64	0.19	Neural Network (Specific Model)	11	0.862	2814478	2616	METAMDBG-MetaBAT2-zymo_fecal.146	METAMDBG-MetaBAT2-zymo_fecal.146.fa	5	5	5	5	5	4	2814478	2814478	2814478	2814478	2814478	2771753	5	1900293	2814478	56.69	1900293	402011	1	2	0.0	18 + 0 part	METAMDBG-MetaBAT2-zymo_fecal.146.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp934514285	GCA_934514285.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp934514285	95.79	0.723							ani_screen	classification based on ANI only	GCA_050873025.1, s__Faecalibacterium sp050873025, 95.0, 83.35, 0.153; GCF_010509575.1, s__Faecalibacterium duncaniae, 95.0, 85.76, 0.189; GCA_014858325.1, s__Faecalibacterium sp014858325, 95.0, 84.86, 0.159; GCF_049532945.1, s__Faecalibacterium prausnitzii_N, 95.0, 86.64, 0.249; GCA_025757845.1, s__Faecalibacterium sp900539945, 95.0, 85.91, 0.198; GCF_002549775.1, s__Faecalibacterium langellae, 95.0, 84.5, 0.191; GCA_002313795.1, s__Faecalibacterium prausnitzii_L, 95.0, 87.15, 0.229; GCF_023347295.1, s__Faecalibacterium sp003449675, 95.0, 85.82, 0.182; GCF_003324185.1, s__Faecalibacterium prausnitzii, 95.0, 85.57, 0.204; GCF_003287455.1, s__Faecalibacterium hattorii, 95.0, 86.5, 0.262; GCF_003287495.1, s__Faecalibacterium prausnitzii_I, 95.0, 84.9, 0.211; GCF_019967995.1, s__Faecalibacterium prausnitzii_E, 95.0, 86.44, 0.249; GCF_040096515.1, s__Faecalibacterium tardum, 95.0, 85.48, 0.179; GCF_023347275.1, s__Faecalibacterium butyricigenerans, 95.0, 91.54, 0.57; GCF_036632915.2, s__Faecalibacterium taiwanense, 95.0, 86.52, 0.201; GCF_040096575.1, s__Faecalibacterium intestinale, 95.0, 84.51, 0.165; GCF_051201525.1, s__Faecalibacterium longum, 95.56, 95.3, 0.671; GCF_023347535.1, s__Faecalibacterium wellingii, 95.0, 84.97, 0.165				
METAMDBG-MetaBAT2-zymo_fecal.147.fa	2.41568	METAMDBG-MetaBAT2-zymo_fecal.147.fa	eubacteriales_odb12	51.7	37.9	13.8	3.8	44.6	240.0	C:13.3%[S:12.3%,D:1.0%],F:3.6%,M:83.1%,n:195	C:56.0%[S:38.8%,D:17.2%],F:7.8%,M:36.2%,n:116	C:2.3%[S:2.3%,D:0.0%],F:0.0%,M:97.7%,n:129,E:66.7%	23083	23083.0	0.000%	105		11.0	METAMDBG-MetaBAT2-zymo_fecal.147.fa	65.06	15.81	Gradient Boost (General Model)	11	0.86	2294787	2468	METAMDBG-MetaBAT2-zymo_fecal.147	METAMDBG-MetaBAT2-zymo_fecal.147.fa	105	105	105	89	25	3	2294787	2294787	2294787	2165628	1071512	271355	105	152775	2294787	59.34	23083	16752	29	57	0.0	4 + 0 part	METAMDBG-MetaBAT2-zymo_fecal.147.fa																			
METAMDBG-MetaBAT2-zymo_fecal.148.fa	10.3339	METAMDBG-MetaBAT2-zymo_fecal.148.fa	eukaryota_odb12	17.2	17.2	0.0	2.6	80.2	116.0	C:4.1%[S:4.1%,D:0.0%],F:0.5%,M:95.4%,n:195	C:17.2%[S:17.2%,D:0.0%],F:2.6%,M:80.2%,n:116	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:129	422323	422323.0	0.000%	2		11.0	METAMDBG-MetaBAT2-zymo_fecal.148.fa	21.97	0.11	Neural Network (Specific Model)	11	0.864	798776	780	METAMDBG-MetaBAT2-zymo_fecal.148	METAMDBG-MetaBAT2-zymo_fecal.148.fa	2	2	2	2	2	2	798776	798776	798776	798776	798776	798776	2	422323	798776	54.91	422323	376453	1	2	0.0	3 + 0 part	METAMDBG-MetaBAT2-zymo_fecal.148.fa																			
METAMDBG-MetaBAT2-zymo_fecal.149.fa	1.82648	METAMDBG-MetaBAT2-zymo_fecal.149.fa	varicellovirus_odb10	2.6	2.6	0.0	1.7	95.7	116.0	C:1.0%[S:1.0%,D:0.0%],F:0.0%,M:99.0%,n:195	C:2.6%[S:2.6%,D:0.0%],F:1.7%,M:95.7%,n:116	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:129	18198	18198.0	0.000%	11		11.0	METAMDBG-MetaBAT2-zymo_fecal.149.fa	5.23	0.07	Neural Network (Specific Model)	11	0.836	229370	260	METAMDBG-MetaBAT2-zymo_fecal.149	METAMDBG-MetaBAT2-zymo_fecal.149.fa	11	11	11	9	2	1	229370	229370	229370	210453	95076	54582	11	54582	229370	42.82	18198	15537	4	7	0.0	2 + 0 part	METAMDBG-MetaBAT2-zymo_fecal.149.fa																			
METAMDBG-MetaBAT2-zymo_fecal.15.fa	12.4704	METAMDBG-MetaBAT2-zymo_fecal.15.fa	lachnospiraceae_odb12	45.3	44.8	0.5	0.2	54.5	444.0	C:9.7%[S:9.2%,D:0.5%],F:2.1%,M:88.2%,n:195	C:59.5%[S:57.8%,D:1.7%],F:4.3%,M:36.2%,n:116	C:1.6%[S:1.6%,D:0.0%],F:0.8%,M:97.7%,n:129,E:50.0%	647063	647063.0	0.000%	5		11.0	METAMDBG-MetaBAT2-zymo_fecal.15.fa	59.94	0.95	Neural Network (Specific Model)	11	0.878	2556152	2372	METAMDBG-MetaBAT2-zymo_fecal.15	METAMDBG-MetaBAT2-zymo_fecal.15.fa	5	5	5	5	5	5	2556152	2556152	2556152	2556152	2556152	2556152	5	1200098	2556152	45.91	647063	305918	2	3	0.0	6 + 0 part	METAMDBG-MetaBAT2-zymo_fecal.15.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor acetigignens	GCF_025567015.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor acetigignens	98.25	0.732							ani_screen	classification based on ANI only	GCA_900766575.1, s__Acetatifactor sp900766575, 95.0, 87.31, 0.19; GCA_900772845.1, s__Acetatifactor sp900772845, 95.0, 89.56, 0.322; GCA_934394815.1, s__Acetatifactor sp934394815, 95.0, 88.12, 0.275; GCA_002431915.1, s__Acetatifactor sp002431915, 95.0, 85.72, 0.192; GCA_934436245.1, s__Acetatifactor sp934436245, 95.0, 88.51, 0.237; GCF_009695995.1, s__Acetatifactor intestinalis, 95.0, 90.06, 0.262; GCA_040096245.1, s__Acetatifactor hominis, 95.0, 90.49, 0.366; GCA_934436435.1, s__Acetatifactor sp934436435, 95.0, 86.97, 0.252; GCA_934394665.1, s__Acetatifactor sp934394665, 95.0, 87.54, 0.163; GCA_963630275.1, s__Acetatifactor sp963630275, 95.0, 86.03, 0.165; GCA_945929965.1, s__Acetatifactor sp945929965, 95.36, 90.0, 0.276; GCA_963623435.1, s__Acetatifactor sp963623435, 95.0, 86.27, 0.163; GCA_963650795.1, s__Acetatifactor sp963650795, 95.0, 86.41, 0.166; GCA_050873925.1, s__Acetatifactor sp050873925, 95.0, 89.47, 0.299; GCA_900771995.1, s__Acetatifactor sp900771995, 95.0, 88.59, 0.304				
METAMDBG-MetaBAT2-zymo_fecal.150.fa	18.5512	METAMDBG-MetaBAT2-zymo_fecal.150.fa	alistipes_odb12	82.3	82.0	0.3	0.3	17.4	977.0	C:15.9%[S:14.9%,D:1.0%],F:2.1%,M:82.1%,n:195	C:81.0%[S:81.0%,D:0.0%],F:1.7%,M:17.2%,n:116	C:2.3%[S:1.6%,D:0.8%],F:0.8%,M:96.9%,n:129,E:33.3%	1270439	1270439.0	0.000%	3		11.0	METAMDBG-MetaBAT2-zymo_fecal.150.fa	86.21	0.02	Neural Network (Specific Model)	11	0.862	1947205	1710	METAMDBG-MetaBAT2-zymo_fecal.150	METAMDBG-MetaBAT2-zymo_fecal.150.fa	3	3	3	3	3	3	1947205	1947205	1947205	1947205	1947205	1947205	3	1270439	1947205	54.13	1270439	458857	1	2	0.0	3 + 0 part	METAMDBG-MetaBAT2-zymo_fecal.150.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	GCF_000154465.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	99.18	0.893							ani_screen	classification based on ANI only					
METAMDBG-MetaBAT2-zymo_fecal.151.fa	2.65969	METAMDBG-MetaBAT2-zymo_fecal.151.fa	eukaryota_odb12	88.8	38.8	50.0	2.6	8.6	116.0	C:20.0%[S:10.8%,D:9.2%],F:1.5%,M:78.5%,n:195	C:88.8%[S:38.8%,D:50.0%],F:2.6%,M:8.6%,n:116	C:1.6%[S:0.8%,D:0.8%],F:2.3%,M:96.1%,n:129,E:50.0%	27403	27403.0	0.000%	252		11.0	METAMDBG-MetaBAT2-zymo_fecal.151.fa	91.72	40.44	Gradient Boost (General Model)	11	0.844	5401887	5678	METAMDBG-MetaBAT2-zymo_fecal.151	METAMDBG-MetaBAT2-zymo_fecal.151.fa	252	252	249	196	69	15	5401887	5401887	5389203	4932973	2966811	1128299	252	147892	5401887	27.38	27403	15369	59	126	0.0	21 + 0 part	METAMDBG-MetaBAT2-zymo_fecal.151.fa																			
